date,Flow_Upstream,Flow_Downstream
2018-10-21,1540.0,4540.0
2018-10-22,1330.0,4060.0
2018-10-23,1130.0,3630.0
2018-10-24,988.0,3210.0
2018-10-25,904.0,2870.0
2018-10-26,824.0,2620.0
2018-10-27,669.0,2400.0
2018-10-28,695.0,2360.0
2018-10-29,1040.0,2440.0
2018-10-30,1620.0,2740.0
2018-10-31,2100.0,3990.0
2018-11-01,2220.0,5210.0
2018-11-02,2860.0,5600.0
2018-11-03,5970.0,7110.0
2018-11-04,10600.0,15200.0
2018-11-05,9760.0,22500.0
2018-11-06,7270.0,19200.0
2018-11-07,7640.0,16600.0
2018-11-08,8960.0,18300.0
2018-11-09,7140.0,18400.0
2018-11-10,5270.0,15600.0
2018-11-11,3810.0,12800.0
2018-11-12,2700.0,10400.0
2018-11-13,2010.0,8310.0
2018-11-14,1590.0,6560.0
2018-11-15,1400.0,5360.0
2018-11-16,1290.0,4680.0
2018-11-17,1210.0,4130.0
2018-11-18,1130.0,3730.0
2018-11-19,1080.0,3490.0
2018-11-20,1020.0,3330.0
2018-11-21,977.0,3170.0
2018-11-22,934.0,3000.0
2018-11-23,895.0,2840.0
2018-11-24,853.0,2710.0
2018-11-25,808.0,2590.0
2018-11-26,775.0,2460.0
2018-11-27,746.0,2350.0
2018-11-28,717.0,2260.0
2018-11-29,691.0,2150.0
2018-11-30,662.0,2050.0
2018-12-01,638.0,1950.0
2018-12-02,621.0,1880.0
2018-12-03,601.0,1830.0
2018-12-04,577.0,1780.0
2018-12-05,554.0,1740.0
2018-12-06,534.0,1700.0
2018-12-07,516.0,1660.0
2018-12-08,503.0,1620.0
2018-12-09,485.0,1570.0
2018-12-10,470.0,1520.0
2018-12-11,457.0,1470.0
2018-12-12,443.0,1440.0
2018-12-13,426.0,1410.0
2018-12-14,415.0,1380.0
2018-12-15,406.0,1340.0
2018-12-16,392.0,1320.0
2018-12-17,380.0,1290.0
2018-12-18,372.0,1270.0
2018-12-19,369.0,1240.0
2018-12-20,366.0,1210.0
2018-12-21,434.0,1230.0
2018-12-22,1090.0,1330.0
2018-12-23,2590.0,2370.0
2018-12-24,2870.0,4860.0
2018-12-25,2600.0,6570.0
2018-12-26,2380.0,7140.0
2018-12-27,2180.0,6910.0
2018-12-28,1970.0,6400.0
2018-12-29,1800.0,5980.0
2018-12-30,1690.0,5660.0
2018-12-31,1610.0,5200.0
2019-01-01,1520.0,4980.0
2019-01-02,1450.0,4760.0
2019-01-03,1380.0,4600.0
2019-01-04,1310.0,4530.0
2019-01-05,1270.0,4410.0
2019-01-06,1230.0,4280.0
2019-01-07,1190.0,4150.0
2019-01-08,1160.0,4030.0
2019-01-09,1130.0,3900.0
2019-01-10,1090.0,3810.0
2019-01-11,1070.0,3740.0
2019-01-12,1050.0,3670.0
2019-01-13,1040.0,3600.0
2019-01-14,1030.0,3530.0
2019-01-15,1010.0,3460.0
2019-01-16,998.0,3400.0
2019-01-17,982.0,3330.0
2019-01-18,975.0,3260.0
2019-01-19,964.0,3200.0
2019-01-20,953.0,3140.0
2019-01-21,945.0,3080.0
2019-01-22,937.0,3030.0
2019-01-23,924.0,2970.0
2019-01-24,913.0,2910.0
2019-01-25,892.0,2850.0
2019-01-26,886.0,2810.0
2019-01-27,875.0,2780.0
2019-01-28,868.0,2740.0
2019-01-29,863.0,2710.0
2019-01-30,856.0,2670.0
2019-01-31,845.0,2640.0
2019-02-01,841.0,2610.0
2019-02-02,834.0,2590.0
2019-02-03,827.0,2580.0
2019-02-04,818.0,2560.0
2019-02-05,810.0,2540.0
2019-02-06,806.0,2530.0
2019-02-07,793.0,2510.0
2019-02-08,788.0,2500.0
2019-02-09,780.0,2480.0
2019-02-10,775.0,2470.0
2019-02-11,770.0,2450.0
2019-02-12,765.0,2440.0
2019-02-13,758.0,2420.0
2019-02-14,751.0,2410.0
2019-02-15,741.0,2390.0
2019-02-16,734.0,2370.0
2019-02-17,729.0,2350.0
2019-02-18,721.0,2320.0
2019-02-19,717.0,2300.0
2019-02-20,713.0,2280.0
2019-02-21,707.0,2260.0
2019-02-22,702.0,2240.0
2019-02-23,695.0,2220.0
2019-02-24,692.0,2200.0
2019-02-25,687.0,2180.0
2019-02-26,682.0,2160.0
2019-02-27,677.0,2150.0
2019-02-28,671.0,2130.0
2019-03-01,667.0,2120.0
2019-03-02,662.0,2100.0
2019-03-03,659.0,2090.0
2019-03-04,652.0,2070.0
2019-03-05,647.0,2060.0
2019-03-06,644.0,2050.0
2019-03-07,639.0,2060.0
2019-03-08,636.0,2100.0
2019-03-09,632.0,2100.0
2019-03-10,622.0,2100.0
2019-03-11,617.0,2110.0
2019-03-12,614.0,2120.0
2019-03-13,613.0,2130.0
2019-03-14,615.0,2180.0
2019-03-15,648.0,2260.0
2019-03-16,702.0,2410.0
2019-03-17,797.0,2630.0
2019-03-18,969.0,3480.0
2019-03-19,1140.0,4270.0
2019-03-20,1190.0,4980.0
2019-03-21,1150.0,5580.0
2019-03-22,1110.0,5850.0
2019-03-23,1090.0,5880.0
2019-03-24,1060.0,5710.0
2019-03-25,1040.0,5520.0
2019-03-26,1030.0,5370.0
2019-03-27,1010.0,5210.0
2019-03-28,1010.0,5090.0
2019-03-29,1030.0,4970.0
2019-03-30,1140.0,4980.0
2019-03-31,1370.0,5400.0
2019-04-01,1840.0,7180.0
2019-04-02,2610.0,10900.0
2019-04-03,3510.0,14900.0
2019-04-04,4080.0,16700.0
2019-04-05,4240.0,16900.0
2019-04-06,4080.0,16500.0
2019-04-07,3740.0,15700.0
2019-04-08,3490.0,15000.0
2019-04-09,3280.0,14200.0
2019-04-10,3080.0,13600.0
2019-04-11,3010.0,13100.0
2019-04-12,3050.0,12600.0
2019-04-13,3480.0,12900.0
2019-04-14,4710.0,16300.0
2019-04-15,7180.0,24300.0
2019-04-16,10500.0,35100.0
2019-04-17,13800.0,43600.0
2019-04-18,16500.0,47300.0
2019-04-19,18100.0,50000.0
2019-04-20,20500.0,66900.0
2019-04-21,29300.0,98500.0
2019-04-22,41800.0,124000.0
2019-04-23,44700.0,133000.0
2019-04-24,35900.0,119000.0
2019-04-25,27300.0,98200.0
2019-04-26,21700.0,81700.0
2019-04-27,23500.0,79700.0
2019-04-28,27600.0,101000.0
2019-04-29,23100.0,97800.0
2019-04-30,17000.0,80400.0
2019-05-01,12800.0,64400.0
2019-05-02,10600.0,54300.0
2019-05-03,10600.0,49200.0
2019-05-04,11200.0,48100.0
2019-05-05,12800.0,49400.0
2019-05-06,13100.0,50600.0
2019-05-07,13500.0,50300.0
2019-05-08,12800.0,49100.0
2019-05-09,10500.0,43700.0
2019-05-10,9090.0,37600.0
2019-05-11,12300.0,39200.0
2019-05-12,12200.0,43500.0
2019-05-13,9720.0,38900.0
2019-05-14,7490.0,32700.0
2019-05-15,6300.0,28200.0
2019-05-16,5520.0,25200.0
2019-05-17,4830.0,22800.0
2019-05-18,5310.0,22000.0
2019-05-19,5760.0,23400.0
2019-05-20,5360.0,22900.0
2019-05-21,6520.0,24200.0
2019-05-22,6410.0,27000.0
2019-05-23,5020.0,25000.0
2019-05-24,6050.0,21900.0
2019-05-25,8600.0,22900.0
2019-05-26,7590.0,24200.0
2019-05-27,7040.0,22200.0
2019-05-28,5360.0,20400.0
2019-05-29,3940.0,17500.0
2019-05-30,3080.0,14900.0
2019-05-31,2700.0,13700.0
2019-06-01,2490.0,13200.0
2019-06-02,2240.0,12200.0
2019-06-03,3610.0,12000.0
2019-06-04,3870.0,13600.0
2019-06-05,2930.0,13200.0
2019-06-06,2190.0,11300.0
2019-06-07,1690.0,9710.0
2019-06-08,1350.0,8560.0
2019-06-09,1110.0,7690.0
2019-06-10,936.0,7070.0
2019-06-11,850.0,6620.0
2019-06-12,1930.0,6800.0
2019-06-13,1930.0,7620.0
2019-06-14,1510.0,7990.0
2019-06-15,1600.0,7670.0
2019-06-16,1750.0,7530.0
2019-06-17,1740.0,7710.0
2019-06-18,1340.0,7320.0
2019-06-19,1020.0,6500.0
2019-06-20,888.0,5890.0
2019-06-21,3080.0,6120.0
2019-06-22,4740.0,7810.0
2019-06-23,3170.0,10100.0
2019-06-24,2070.0,8260.0
2019-06-25,1470.0,6790.0
2019-06-26,1150.0,5860.0
2019-06-27,1060.0,5250.0
2019-06-28,1300.0,5990.0
2019-06-29,2470.0,10100.0
2019-06-30,6600.0,10800.0
2019-07-01,4940.0,14400.0
2019-07-02,3450.0,13100.0
2019-07-03,2410.0,11800.0
2019-07-04,1720.0,9640.0
2019-07-05,1260.0,7960.0
2019-07-06,1070.0,6930.0
2019-07-07,2040.0,6360.0
2019-07-08,1490.0,6610.0
2019-07-09,1070.0,6380.0
2019-07-10,767.0,5470.0
2019-07-11,594.0,4720.0
2019-07-12,508.0,4180.0
2019-07-13,696.0,3900.0
2019-07-14,683.0,4150.0
2019-07-15,541.0,4040.0
2019-07-16,467.0,3720.0
2019-07-17,401.0,3400.0
2019-07-18,366.0,3260.0
2019-07-19,318.0,3010.0
2019-07-20,283.0,2690.0
2019-07-21,269.0,2490.0
2019-07-22,278.0,2310.0
2019-07-23,342.0,2190.0
2019-07-24,387.0,2080.0
2019-07-25,321.0,1970.0
2019-07-26,260.0,1930.0
2019-07-27,216.0,1840.0
2019-07-28,185.0,1820.0
2019-07-29,165.0,1850.0
2019-07-30,150.0,1700.0
2019-07-31,172.0,1970.0
2019-08-01,181.0,2100.0
2019-08-02,173.0,1940.0
2019-08-03,170.0,1760.0
2019-08-04,152.0,1660.0
2019-08-05,138.0,1560.0
2019-08-06,128.0,1470.0
2019-08-07,116.0,1370.0
2019-08-08,174.0,1460.0
2019-08-09,2090.0,2610.0
2019-08-10,2490.0,4640.0
2019-08-11,1820.0,6060.0
2019-08-12,1350.0,5010.0
2019-08-13,1050.0,4180.0
2019-08-14,807.0,3720.0
2019-08-15,596.0,3170.0
2019-08-16,460.0,2620.0
2019-08-17,404.0,2270.0
2019-08-18,514.0,2110.0
2019-08-19,1680.0,2180.0
2019-08-20,1570.0,3070.0
2019-08-21,1320.0,5250.0
2019-08-22,1320.0,4550.0
2019-08-23,1870.0,3850.0
2019-08-24,1470.0,3860.0
2019-08-25,1010.0,3740.0
2019-08-26,722.0,2980.0
2019-08-27,552.0,2500.0
2019-08-28,443.0,2210.0
2019-08-29,398.0,2380.0
2019-08-30,373.0,2480.0
2019-08-31,367.0,2340.0
2019-09-01,330.0,2110.0
2019-09-02,320.0,1970.0
2019-09-03,509.0,2020.0
2019-09-04,1460.0,2260.0
2019-09-05,2130.0,2900.0
2019-09-06,2350.0,4350.0
2019-09-07,1590.0,4900.0
2019-09-08,1110.0,4190.0
2019-09-09,826.0,3430.0
2019-09-10,639.0,2890.0
2019-09-11,542.0,2740.0
2019-09-12,561.0,3330.0
2019-09-13,621.0,3450.0
2019-09-14,533.0,3080.0
2019-09-15,480.0,2890.0
2019-09-16,522.0,2660.0
2019-09-17,499.0,2480.0
2019-09-18,432.0,2390.0
2019-09-19,370.0,2230.0
2019-09-20,329.0,2090.0
2019-09-21,282.0,1930.0
2019-09-22,243.0,1790.0
2019-09-23,227.0,1750.0
2019-09-24,429.0,1820.0
2019-09-25,2380.0,2300.0
2019-09-26,2470.0,3540.0
2019-09-27,3100.0,6630.0
2019-09-28,3510.0,8050.0
2019-09-29,2660.0,8110.0
2019-09-30,2140.0,6830.0
2019-10-01,1660.0,5840.0
2019-10-02,1320.0,5020.0
2019-10-03,1120.0,4220.0
2019-10-04,955.0,3620.0
2019-10-05,910.0,3240.0
2019-10-06,899.0,2940.0
2019-10-07,829.0,2860.0
2019-10-08,921.0,2930.0
2019-10-09,1060.0,3120.0
2019-10-10,941.0,3220.0
2019-10-11,788.0,3080.0
2019-10-12,683.0,2760.0
2019-10-13,615.0,2520.0
2019-10-14,596.0,2330.0
2019-10-15,575.0,2200.0
2019-10-16,573.0,2110.0
2019-10-17,592.0,2100.0
2019-10-18,1950.0,2250.0
2019-10-19,3420.0,2450.0
2019-10-20,2790.0,5050.0
2019-10-21,2080.0,5110.0
2019-10-22,1630.0,4260.0
2019-10-23,2730.0,4860.0
2019-10-24,10200.0,13100.0
2019-10-25,8770.0,22000.0
2019-10-26,6190.0,17800.0
2019-10-27,4320.0,14000.0
2019-10-28,5200.0,11900.0
2019-10-29,7240.0,12700.0
2019-10-30,6100.0,15000.0
2019-10-31,5090.0,13900.0
2019-11-01,25700.0,36500.0
2019-11-02,30100.0,75800.0
2019-11-03,19900.0,61600.0
2019-11-04,12300.0,43100.0
2019-11-05,7820.0,31100.0
2019-11-06,6160.0,24800.0
2019-11-07,5000.0,21400.0
2019-11-08,4040.0,18600.0
2019-11-09,3270.0,15900.0
2019-11-10,2730.0,13700.0
2019-11-11,2380.0,11500.0
2019-11-12,1870.0,9310.0
2019-11-13,1130.0,7740.0
2019-11-14,1420.0,6970.0
2019-11-15,1540.0,6680.0
2019-11-16,1490.0,6520.0
2019-11-17,1440.0,6330.0
2019-11-18,1390.0,6140.0
2019-11-19,1350.0,5990.0
2019-11-20,1330.0,5840.0
2019-11-21,1300.0,5700.0
2019-11-22,1270.0,5550.0
2019-11-23,1250.0,5390.0
2019-11-24,1220.0,5260.0
2019-11-25,1190.0,5130.0
2019-11-26,1170.0,5000.0
2019-11-27,1140.0,4880.0
2019-11-28,1110.0,4750.0
2019-11-29,1090.0,4620.0
2019-11-30,1060.0,4520.0
2019-12-01,1040.0,4440.0
2019-12-02,1020.0,4350.0
2019-12-03,1000.0,4270.0
2019-12-04,981.0,4190.0
2019-12-05,961.0,4130.0
2019-12-06,940.0,4070.0
2019-12-07,920.0,4020.0
2019-12-08,900.0,3960.0
2019-12-09,889.0,3920.0
2019-12-10,929.0,4040.0
2019-12-11,1280.0,4240.0
2019-12-12,1710.0,4630.0
2019-12-13,1720.0,5270.0
2019-12-14,1670.0,5970.0
2019-12-15,1940.0,6760.0
2019-12-16,2550.0,7450.0
2019-12-17,2600.0,7770.0
2019-12-18,2280.0,7740.0
2019-12-19,1910.0,7420.0
2019-12-20,1660.0,7140.0
2019-12-21,1500.0,6820.0
2019-12-22,1410.0,6510.0
2019-12-23,1340.0,6230.0
2019-12-24,1270.0,6020.0
2019-12-25,1220.0,5840.0
2019-12-26,1170.0,5650.0
2019-12-27,1130.0,5470.0
2019-12-28,1080.0,5290.0
2019-12-29,1040.0,5130.0
2019-12-30,1000.0,4980.0
2019-12-31,966.0,4830.0
2020-01-01,937.0,4690.0
2020-01-02,910.0,4570.0
2020-01-03,882.0,4460.0
2020-01-04,854.0,4350.0
2020-01-05,827.0,4230.0
2020-01-06,799.0,4120.0
2020-01-07,772.0,4010.0
2020-01-08,745.0,3920.0
2020-01-09,722.0,3830.0
2020-01-10,705.0,3750.0
2020-01-11,712.0,3690.0
2020-01-12,875.0,3730.0
2020-01-13,1180.0,4100.0
2020-01-14,1350.0,4670.0
2020-01-15,1350.0,5140.0
2020-01-16,1260.0,5250.0
2020-01-17,1180.0,5160.0
2020-01-18,1100.0,4990.0
2020-01-19,1030.0,4830.0
2020-01-20,976.0,4650.0
2020-01-21,926.0,4470.0
2020-01-22,880.0,4290.0
2020-01-23,839.0,4120.0
2020-01-24,806.0,3990.0
2020-01-25,775.0,3870.0
2020-01-26,752.0,3750.0
2020-01-27,743.0,3640.0
2020-01-28,736.0,3580.0
2020-01-29,729.0,3540.0
2020-01-30,721.0,3500.0
2020-01-31,714.0,3460.0
2020-02-01,707.0,3420.0
2020-02-02,700.0,3380.0
2020-02-03,693.0,3340.0
2020-02-04,685.0,3300.0
2020-02-05,678.0,3260.0
2020-02-06,671.0,3220.0
2020-02-07,664.0,3180.0
2020-02-08,657.0,3140.0
2020-02-09,649.0,3110.0
2020-02-10,642.0,3070.0
2020-02-11,635.0,3030.0
2020-02-12,628.0,2990.0
2020-02-13,620.0,2960.0
2020-02-14,613.0,2920.0
2020-02-15,606.0,2880.0
2020-02-16,599.0,2850.0
2020-02-17,592.0,2810.0
2020-02-18,584.0,2780.0
2020-02-19,577.0,2740.0
2020-02-20,570.0,2700.0
2020-02-21,563.0,2670.0
2020-02-22,556.0,2640.0
2020-02-23,549.0,2620.0
2020-02-24,544.0,2600.0
2020-02-25,557.0,2590.0
2020-02-26,576.0,2570.0
2020-02-27,596.0,2560.0
2020-02-28,616.0,2550.0
2020-02-29,635.0,2550.0
2020-03-01,655.0,2570.0
2020-03-02,675.0,2590.0
2020-03-03,694.0,2650.0
2020-03-04,720.0,2790.0
2020-03-05,798.0,2970.0
2020-03-06,951.0,3180.0
2020-03-07,1110.0,3580.0
2020-03-08,1150.0,4180.0
2020-03-09,1140.0,4650.0
2020-03-10,1170.0,4840.0
2020-03-11,1230.0,4870.0
2020-03-12,1450.0,5020.0
2020-03-13,1910.0,5480.0
2020-03-14,2380.0,6400.0
2020-03-15,2530.0,7160.0
2020-03-16,2470.0,7490.0
2020-03-17,2330.0,7510.0
2020-03-18,2190.0,7300.0
2020-03-19,2060.0,6940.0
2020-03-20,1940.0,6650.0
2020-03-21,1950.0,6650.0
2020-03-22,2290.0,7070.0
2020-03-23,3190.0,8460.0
2020-03-24,3760.0,9970.0
2020-03-25,3840.0,11000.0
2020-03-26,3610.0,11100.0
2020-03-27,3340.0,10500.0
2020-03-28,3250.0,9790.0
2020-03-29,3230.0,9050.0
2020-03-30,3220.0,8300.0
2020-03-31,3200.0,7670.0
2020-04-01,3190.0,7220.0
2020-04-02,3240.0,7320.0
2020-04-03,3560.0,8210.0
2020-04-04,4670.0,10600.0
2020-04-05,7490.0,14700.0
2020-04-06,11500.0,20600.0
2020-04-07,14200.0,28300.0
2020-04-08,13800.0,34800.0
2020-04-09,12100.0,34700.0
2020-04-10,9490.0,31100.0
2020-04-11,7400.0,26900.0
2020-04-12,6080.0,24000.0
2020-04-13,5920.0,22800.0
2020-04-14,11500.0,32700.0
2020-04-15,18300.0,52800.0
2020-04-16,17400.0,58500.0
2020-04-17,13700.0,51900.0
2020-04-18,9690.0,43500.0
2020-04-19,7930.0,37000.0
2020-04-20,8270.0,34700.0
2020-04-21,8710.0,34500.0
2020-04-22,8390.0,34200.0
2020-04-23,6900.0,31600.0
2020-04-24,5840.0,28100.0
2020-04-25,5710.0,26200.0
2020-04-26,6630.0,26300.0
2020-04-27,8270.0,29000.0
2020-04-28,9600.0,33000.0
2020-04-29,11100.0,38100.0
2020-04-30,13000.0,44600.0
2020-05-01,13900.0,49600.0
2020-05-02,18500.0,63200.0
2020-05-03,19200.0,74300.0
2020-05-04,19700.0,72000.0
2020-05-05,19000.0,72100.0
2020-05-06,15500.0,64700.0
2020-05-07,12300.0,55600.0
2020-05-08,10100.0,48900.0
2020-05-09,8600.0,43400.0
2020-05-10,7050.0,38000.0
2020-05-11,5630.0,32800.0
2020-05-12,5090.0,29300.0
2020-05-13,5350.0,27200.0
2020-05-14,4940.0,25400.0
2020-05-15,4600.0,23800.0
2020-05-16,5260.0,23600.0
2020-05-17,6770.0,26400.0
2020-05-18,6320.0,28700.0
2020-05-19,5210.0,27000.0
2020-05-20,4280.0,24100.0
2020-05-21,3630.0,21600.0
2020-05-22,3240.0,19900.0
2020-05-23,2790.0,18600.0
2020-05-24,2270.0,16400.0
2020-05-25,1830.0,14100.0
2020-05-26,1520.0,12300.0
2020-05-27,1350.0,11300.0
2020-05-28,1630.0,11000.0
2020-05-29,1500.0,9980.0
2020-05-30,1260.0,9540.0
2020-05-31,1300.0,9020.0
2020-06-01,1380.0,8690.0
2020-06-02,1180.0,8300.0
2020-06-03,958.0,7600.0
2020-06-04,794.0,6820.0
2020-06-05,672.0,6180.0
2020-06-06,606.0,5690.0
2020-06-07,668.0,5450.0
2020-06-08,650.0,5330.0
2020-06-09,531.0,5070.0
2020-06-10,448.0,4650.0
2020-06-11,449.0,4500.0
2020-06-12,631.0,4420.0
2020-06-13,554.0,4150.0
2020-06-14,426.0,3920.0
2020-06-15,353.0,3620.0
2020-06-16,302.0,3240.0
2020-06-17,261.0,2940.0
2020-06-18,228.0,2710.0
2020-06-19,201.0,2510.0
2020-06-20,178.0,2310.0
2020-06-21,179.0,2180.0
2020-06-22,365.0,2210.0
2020-06-23,615.0,2220.0
2020-06-24,572.0,2320.0
2020-06-25,775.0,2800.0
2020-06-26,721.0,2960.0
2020-06-27,470.0,2980.0
2020-06-28,384.0,2820.0
2020-06-29,564.0,2780.0
2020-06-30,811.0,2950.0
2020-07-01,840.0,2990.0
2020-07-02,635.0,2990.0
2020-07-03,468.0,2760.0
2020-07-04,405.0,2450.0
2020-07-05,336.0,2160.0
2020-07-06,269.0,1950.0
2020-07-07,223.0,1810.0
2020-07-08,222.0,1770.0
2020-07-09,650.0,1840.0
2020-07-10,898.0,1890.0
2020-07-11,595.0,2020.0
2020-07-12,572.0,2320.0
2020-07-13,738.0,2160.0
2020-07-14,643.0,2090.0
2020-07-15,461.0,2110.0
2020-07-16,344.0,1960.0
2020-07-17,290.0,1740.0
2020-07-18,397.0,1670.0
2020-07-19,551.0,1630.0
2020-07-20,469.0,1700.0
2020-07-21,523.0,1900.0
2020-07-22,628.0,1790.0
2020-07-23,501.0,1660.0
2020-07-24,956.0,1690.0
2020-07-25,961.0,1570.0
2020-07-26,648.0,1770.0
2020-07-27,911.0,1930.0
2020-07-28,1760.0,1680.0
2020-07-29,1750.0,1910.0
2020-07-30,1270.0,2640.0
2020-07-31,841.0,2560.0
2020-08-01,694.0,2120.0
2020-08-02,636.0,1770.0
2020-08-03,524.0,1600.0
2020-08-04,693.0,1550.0
2020-08-05,665.0,1520.0
2020-08-06,1040.0,1520.0
2020-08-07,741.0,1580.0
2020-08-08,548.0,1750.0
2020-08-09,406.0,1590.0
2020-08-10,316.0,1370.0
2020-08-11,267.0,1220.0
2020-08-12,246.0,1130.0
2020-08-13,296.0,1070.0
2020-08-14,250.0,1010.0
2020-08-15,194.0,938.0
2020-08-16,162.0,928.0
2020-08-17,145.0,896.0
2020-08-18,139.0,906.0
2020-08-19,132.0,1240.0
2020-08-20,149.0,1470.0
2020-08-21,149.0,1190.0
2020-08-22,147.0,1020.0
2020-08-23,146.0,932.0
2020-08-24,134.0,875.0
2020-08-25,141.0,863.0
2020-08-26,293.0,923.0
2020-08-27,392.0,924.0
2020-08-28,266.0,884.0
2020-08-29,225.0,932.0
2020-08-30,1250.0,1260.0
2020-08-31,2830.0,1680.0
2020-09-01,1950.0,3320.0
2020-09-02,1230.0,3570.0
2020-09-03,823.0,2690.0
2020-09-04,638.0,2110.0
2020-09-05,482.0,1730.0
2020-09-06,371.0,1490.0
2020-09-07,299.0,1340.0
2020-09-08,239.0,1210.0
2020-09-09,208.0,1100.0
2020-09-10,189.0,1250.0
2020-09-11,181.0,1380.0
2020-09-12,172.0,1550.0
2020-09-13,170.0,1390.0
2020-09-14,160.0,1270.0
2020-09-15,167.0,1140.0
2020-09-16,183.0,1070.0
2020-09-17,153.0,1000.0
2020-09-18,135.0,928.0
2020-09-19,122.0,891.0
2020-09-20,112.0,834.0
2020-09-21,107.0,789.0
2020-09-22,101.0,749.0
2020-09-23,96.4,725.0
2020-09-24,92.9,702.0
2020-09-25,88.8,678.0
2020-09-26,85.3,656.0
2020-09-27,83.5,649.0
2020-09-28,82.3,637.0
2020-09-29,80.9,639.0
2020-09-30,107.0,693.0
2020-10-01,136.0,778.0
2020-10-02,316.0,996.0
2020-10-03,302.0,1240.0
2020-10-04,408.0,1430.0
2020-10-05,414.0,1570.0
2020-10-06,356.0,1500.0
2020-10-07,307.0,1460.0
2020-10-08,285.0,1490.0
2020-10-09,601.0,1630.0
2020-10-10,543.0,2080.0
2020-10-11,807.0,2970.0
2020-10-12,1410.0,4960.0
2020-10-13,1180.0,5150.0
2020-10-14,2350.0,6190.0
2020-10-15,4730.0,10900.0
2020-10-16,3740.0,12300.0
2020-10-17,7760.0,13500.0
2020-10-18,14400.0,32600.0
2020-10-19,12400.0,36800.0
2020-10-20,10300.0,30800.0
2020-10-21,10300.0,28800.0
2020-10-22,9560.0,28700.0
2020-10-23,7770.0,26300.0
2020-10-24,6140.0,22500.0
2020-10-25,4750.0,19200.0
2020-10-26,3710.0,16500.0
2020-10-27,3300.0,14700.0
2020-10-28,3310.0,13600.0
2020-10-29,2880.0,12900.0
2020-10-30,2520.0,11600.0
2020-10-31,2150.0,10500.0
2020-11-01,1750.0,9470.0
2020-11-02,1640.0,9050.0
2020-11-03,1660.0,9210.0
2020-11-04,1470.0,8890.0
2020-11-05,1300.0,8220.0
2020-11-06,1310.0,7660.0
2020-11-07,1340.0,7420.0
2020-11-08,1370.0,7460.0
2020-11-09,1290.0,7400.0
2020-11-10,1160.0,7080.0
2020-11-11,1050.0,6710.0
2020-11-12,968.0,6310.0
2020-11-13,901.0,5960.0
2020-11-14,838.0,5710.0
2020-11-15,806.0,5440.0
2020-11-16,887.0,5600.0
2020-11-17,1670.0,5850.0
2020-11-18,2240.0,6630.0
2020-11-19,1800.0,7580.0
2020-11-20,1460.0,6930.0
2020-11-21,1330.0,6240.0
2020-11-22,1290.0,5840.0
2020-11-23,1470.0,6320.0
2020-11-24,2340.0,8620.0
2020-11-25,3450.0,12100.0
2020-11-26,3330.0,13200.0
2020-11-27,2980.0,11800.0
2020-11-28,2920.0,11100.0
2020-11-29,2830.0,11000.0
2020-11-30,2700.0,10800.0
2020-12-01,8130.0,15200.0
2020-12-02,14400.0,36300.0
2020-12-03,12300.0,46500.0
2020-12-04,8520.0,38500.0
2020-12-05,6030.0,30000.0
2020-12-06,4670.0,25200.0
2020-12-07,3650.0,21600.0
2020-12-08,3250.0,18700.0
2020-12-09,2750.0,16900.0
2020-12-10,2380.0,15000.0
2020-12-11,2140.0,13500.0
2020-12-12,1960.0,12500.0
2020-12-13,1810.0,11800.0
2020-12-14,1690.0,11000.0
2020-12-15,1340.0,10100.0
2020-12-16,604.0,7140.0
2020-12-17,594.0,5900.0
2020-12-18,1150.0,5670.0
2020-12-19,1280.0,5580.0
2020-12-20,1230.0,5540.0
2020-12-21,1190.0,5510.0
2020-12-22,1150.0,5490.0
2020-12-23,1120.0,5480.0
2020-12-24,1130.0,5550.0
2020-12-25,1640.0,6530.0
2020-12-26,4190.0,17500.0
2020-12-27,5820.0,36400.0
2020-12-28,4720.0,31400.0
2020-12-29,3800.0,26400.0
2020-12-30,3070.0,20100.0
2020-12-31,2470.0,16300.0
